90,80,70,60,50,species
98.58793324775354,100,100,100,100,Aerococcus_christensenii
21.73913043478261,100,100,100,100,Alloprevotella_sp905369775
96,100,100,100,100,Alloscardovia_omnicolens
7.058326289095519,8.326289095519865,9.974640743871513,11.961115807269653,13.947590870667796,Anaerococcus
100,100,100,100,100,Anaerococcus_mediterraneensis
100,100,100,100,100,Anaerococcus_prevotii
32.367149758454104,95.65217391304348,100,100,100,Anaerococcus_tetradius
98.21428571428571,100,100,100,100,Arcanobacterium_sp000758825
0,65,100,100,100,Atopobacter_sp003664595
76.74418604651163,100,100,100,100,Atopobium_deltae
2.5472473294987674,2.7937551355792936,3.2046014790468362,3.533278553820871,3.697617091207888,Bacteroides
100,100,100,100,100,Berryella_sp001552935
95,100,100,100,100,Bifidobacterium_bifidum
98.83720930232558,100,100,100,100,Bifidobacterium_breve
100,100,100,100,100,CAJPTP01
5.104166666666667,5.416666666666667,5.833333333333333,6.5625,7.187499999999999,Campylobacter
100,100,100,100,100,Campylobacter_ureolyticus
7.051282051282051,7.646520146520147,7.967032967032966,8.791208791208792,9.386446886446887,Candida_albicans
91.66666666666666,100,100,100,100,Chlamydia_trachomatis
16.348884381338742,17.809330628803245,20.040567951318458,22.718052738336713,25.557809330628807,Corynebacterium
100,100,100,100,100,Corynebacterium_amycolatum
100,100,100,100,100,Corynebacterium_aurimucosum
65.21739130434783,95.65217391304348,100,100,100,Corynebacterium_coyleae
78.78787878787878,100,100,100,100,Corynebacterium_pyruviciproducens
100,100,100,100,100,Corynebacterium_riegelii
98.9010989010989,100,100,100,100,Corynebacterium_sp001767255
8.532249873031995,9.497206703910614,10.665312341289996,11.884205180294567,13.255459624174708,Corynebacterium_spNov1
82.6923076923077,100,100,100,100,Corynebacterium_tuscaniense
16.49484536082474,52.57731958762887,100,100,100,Cryptobacteroides_spNov1
86.95652173913044,100,100,100,100,Cutibacterium_acnes
80.80279232111693,100,100,100,100,Dialister_micraerophilus
98.71630295250321,100,100,100,100,Dialister_sp001553355
24,96,100,100,100,Dialister_sp900541485
95.23809523809523,100,100,100,100,Enterococcus_faecalis
92.85714285714286,98.21428571428571,100,100,100,Escherichia_coli
50,100,100,100,100,Eubacterium_spNov1
65.78947368421053,100,100,100,100,Ezakiella_coagulans
99.65034965034964,100,100,100,100,Fannyhessea_massiliense
96.56357388316151,100,100,100,100,Fannyhessea_spNov3
100,100,100,100,100,Fannyhessea_vaginae
98.57142857142858,100,100,100,100,Fenollaria_massiliensis
99.36507936507937,100,100,100,100,Finegoldia_magna
40,100,100,100,100,Fusobacterium_animalis
95.45454545454545,100,100,100,100,Fusobacterium_gonidiaformans
31.128712871287128,35.009900990099005,39.524752475247524,43.12871287128713,47.366336633663366,Gardnerella
100,100,100,100,100,Gardnerella_leopoldii
100,100,100,100,100,Gardnerella_piotii
99.37106918238993,100,100,100,100,Gardnerella_sp003585735
100,100,100,100,100,Gardnerella_sp003585845
96.20253164556962,100,100,100,100,Gardnerella_spNov2
99.57173447537473,100,100,100,100,Gardnerella_swidsinkii
100,100,100,100,100,Gardnerella_vaginalis
100,100,100,100,100,Gardnerella_vaginalis_A
100,100,100,100,100,Gardnerella_vaginalis_B
